campaign_id,company,campaign_name,industry,channel,city,state,start_date,end_date,budget_inr,spend_inr,impressions,clicks,conversions,revenue_inr,campaign_manager,status,city_is_null,campaign_manager_is_null,roi_pct
IND-CMP-10940,f5a1e8c16d95b88a1e9b183305c963cc639e0af4ad62b8fb7ef45ceca0004d85,3549a5ecd2535620087048c7370b48577966d0388ec313810341a14a03cd1832,Retail,Email,Lucknow,Telangana,2025-02-06,2025-03-19,966131.0,1071282,1110988,183642,1560,5168280,Vikram Patel,Paused,0,0,482.43879762751544
IND-CMP-10639,5368bc082cecf40ae934a8135083003998b26ba5384a6a11abd1716b7554592b,cb8a1597844cb4b7d4799e25aee17069e86a91323ff23e6777944b2abca8c3d5,Travel,Instagram,Lucknow,Punjab,2025-05-05,2025-05-27,65009.0,46666,883808,161120,3813,14146230,Vikram Patel,Active,0,0,30313.78305404363
IND-CMP-10615,9e06cb2198724c063b487ca91c2a1c213fc36991ab1aa20864152b18c64cc860,81357d135864de79c6809c1c9648048b7ffb209e272fb6f80e09292f5a1dad94,EdTech,Instagram,Hyderabad,Haryana,2025-08-01,2025-08-18,1294563.0,1148800,993043,20379,2734,10823906,Rohit Gupta,Paused,0,0,942.1923746518106
IND-CMP-10661,f92d73d6ab3297b563b9c35cfe29b1f1f43cf7c94d1adecfd2b2f62a61dfc809,cb8a1597844cb4b7d4799e25aee17069e86a91323ff23e6777944b2abca8c3d5,Retail,Google Ads,Chennai,Karnataka,2025-08-11,2025-09-18,1172981.0,1229990,1352236,43124,177,600561,Karthik Iyer,Active,0,0,48.826494524345726
IND-CMP-10165,9e06cb2198724c063b487ca91c2a1c213fc36991ab1aa20864152b18c64cc860,2b3b7daee9bb6504ecb841ba1e79acd9caf495daa61e7e2e8a6444c0a2355977,Real Estate,Facebook Ads,Kochi,Gujarat,2025-01-07,2025-02-21,1184552.0,786106,355887,45129,2131,10288468,Sneha Reddy,Completed,0,0,1308.7888910655815
IND-CMP-10244,8346748ce36cedf11bacb25df413de9b1e49819d6f3b278e1bc8f3246d86f91c,3549a5ecd2535620087048c7370b48577966d0388ec313810341a14a03cd1832,Healthcare,LinkedIn,Coimbatore,West Bengal,2025-03-29,2025-04-18,501258.0,366035,767741,146063,27049,101136211,Karthik Iyer,Completed,0,0,27630.20230305845
IND-CMP-10925,eb46c4263e566890ac41b23924b12fe0371ae76eaf769b88fd2c86600622bbbe,31879b9a4d7e6943e2280a11a52e23f1019ceb24eed35a444ae5bb1def1a9eb7,Real Estate,YouTube,Bhopal,Uttar Pradesh,2025-02-28,2025-03-13,505002.0,470450,1787568,121230,18901,24155478,Rohit Gupta,Completed,0,0,5134.547348283558
IND-CMP-10841,8ec8855d2801d745393f68b7f43032901a42109892646cc97e7108b5a944af77,4bd79d87f0f585d15172736109237e3fd38b453d00e561836d8857a30a811359,EdTech,Facebook Ads,Mumbai,Maharashtra,2025-08-22,2025-10-05,777111.2328358209,357193,559878,54331,8217,15415092,Pooja Singh,Active,0,0,4315.6198469734845
IND-CMP-10590,8346748ce36cedf11bacb25df413de9b1e49819d6f3b278e1bc8f3246d86f91c,81357d135864de79c6809c1c9648048b7ffb209e272fb6f80e09292f5a1dad94,Retail,LinkedIn,Indore,Tamil Nadu,2025-04-07,2025-04-17,589610.0,566818,1598537,142143,23042,24770150,Rahul Sharma,Completed,0,0,4370.035884534365
IND-CMP-10320,f92d73d6ab3297b563b9c35cfe29b1f1f43cf7c94d1adecfd2b2f62a61dfc809,88ccbfe6d3f1912c8c158f098a1dd4badc5d09da4be994c9ab21e981f913f130,FinTech,LinkedIn,Kolkata,Kerala,2025-05-20,2025-07-01,115627.0,98138,1106806,127994,25577,117833239,Karthik Iyer,Active,0,0,120068.9223338564
IND-CMP-10064,5d75801fc8c78d872232bcf5c15948b0d4e9fb957697d1017fd56cae4b726160,193a2ce2a817fcc3a9ab24e5d186d1411a3fc95e7d48ebfb4240787566da2bc9,Healthcare,Google Ads,Bhopal,Gujarat,2025-06-11,2025-07-07,532317.0,340496,538864,20342,1713,6655005,Vikram Patel,Completed,0,0,1954.5031366007238
IND-CMP-10692,f21d8a4f1f93e8abd047bc92fc4f36be7a1a17da212c3833480466db2f192e6e,85c47ac76e6e8e2bae78e5343a1337d8a3e2a8e9c1a4a9e43aba11fde62dbd87,Real Estate,Google Ads,Lucknow,Tamil Nadu,2025-03-11,2025-03-26,273648.0,286621,1483659,31814,1751,1106632,Priya Nair,Paused,0,0,386.09592458333475
IND-CMP-10272,f21d8a4f1f93e8abd047bc92fc4f36be7a1a17da212c3833480466db2f192e6e,193a2ce2a817fcc3a9ab24e5d186d1411a3fc95e7d48ebfb4240787566da2bc9,Retail,Instagram,Kochi,Uttar Pradesh,2025-05-25,2025-06-01,1260120.0,1009925,1547433,116033,7786,2748458,Neha Kapoor,Completed,0,0,272.14476322499195
IND-CMP-10360,8ec8855d2801d745393f68b7f43032901a42109892646cc97e7108b5a944af77,3549a5ecd2535620087048c7370b48577966d0388ec313810341a14a03cd1832,Real Estate,Facebook Ads,Indore,Uttar Pradesh,2025-03-02,2025-03-09,643176.0,691654,1547203,306286,39595,100056565,Karthik Iyer,Completed,0,0,14466.274322132165
IND-CMP-10069,820763ae11ab34ea1158eade919f9fc3d96d0217f1cc1c1aad98cc204ebc11bd,88ccbfe6d3f1912c8c158f098a1dd4badc5d09da4be994c9ab21e981f913f130,Retail,Email,Indore,Kerala,2025-04-30,2025-05-09,1160923.0,1080886,1578321,113281,1732,5862820,Rohit Gupta,Paused,0,0,542.4087276549053
IND-CMP-10819,f21d8a4f1f93e8abd047bc92fc4f36be7a1a17da212c3833480466db2f192e6e,3549a5ecd2535620087048c7370b48577966d0388ec313810341a14a03cd1832,Retail,Google Ads,Bhopal,Telangana,2025-02-23,2025-03-14,1176119.0,706818,1731014,315597,3296,10379104,Amit Verma,Paused,0,0,1468.4266671194
IND-CMP-10190,b2a940b2a2ea3fe619e319d852a5260a74caccf5d86ade22d2a29ca327689ee1,4bd79d87f0f585d15172736109237e3fd38b453d00e561836d8857a30a811359,EdTech,Google Ads,Nagpur,Andhra Pradesh,2025-06-30,2025-07-08,52178.0,58695,802789,81104,14908,40132336,Vikram Patel,Active,0,0,68374.36919669478
IND-CMP-10398,5368bc082cecf40ae934a8135083003998b26ba5384a6a11abd1716b7554592b,88ccbfe6d3f1912c8c158f098a1dd4badc5d09da4be994c9ab21e981f913f130,Healthcare,Facebook Ads,Kolkata,Kerala,2025-03-16,2025-04-06,610284.0,552562,822356,139824,1052,1275024,Rahul Sharma,Paused,0,0,230.74768080324017
IND-CMP-10682,f21d8a4f1f93e8abd047bc92fc4f36be7a1a17da212c3833480466db2f192e6e,81357d135864de79c6809c1c9648048b7ffb209e272fb6f80e09292f5a1dad94,Real Estate,LinkedIn,Kolkata,Rajasthan,2025-07-13,2025-07-22,256838.0,161902,1075760,111077,15394,28017080,Sneha Reddy,Active,0,0,17304.962261120927
IND-CMP-10092,f21d8a4f1f93e8abd047bc92fc4f36be7a1a17da212c3833480466db2f192e6e,85c47ac76e6e8e2bae78e5343a1337d8a3e2a8e9c1a4a9e43aba11fde62dbd87,Healthcare,LinkedIn,Chennai,Gujarat,2025-02-04,2025-02-18,129238.0,148331,532044,61447,2271,3535947,Vikram Patel,Active,0,0,2383.8219927055034
IND-CMP-10953,9e06cb2198724c063b487ca91c2a1c213fc36991ab1aa20864152b18c64cc860,88ccbfe6d3f1912c8c158f098a1dd4badc5d09da4be994c9ab21e981f913f130,Travel,Email,Delhi,Kerala,2025-09-11,2025-10-25,1493406.0,1526378,660416,23347,4310,3538510,Vikram Patel,Paused,0,0,231.82396496804856
IND-CMP-10933,f5a1e8c16d95b88a1e9b183305c963cc639e0af4ad62b8fb7ef45ceca0004d85,85c47ac76e6e8e2bae78e5343a1337d8a3e2a8e9c1a4a9e43aba11fde62dbd87,Healthcare,Instagram,Visakhapatnam,Uttar Pradesh,2025-09-13,2025-09-23,305591.0,271291,1580835,37198,473,669295,Rahul Sharma,Paused,0,0,246.707410124184
IND-CMP-10080,f5a1e8c16d95b88a1e9b183305c963cc639e0af4ad62b8fb7ef45ceca0004d85,81357d135864de79c6809c1c9648048b7ffb209e272fb6f80e09292f5a1dad94,Real Estate,Email,Visakhapatnam,Gujarat,2025-06-23,2025-07-25,507406.0,311487,40640,4039,459,560439,Rahul Sharma,Paused,0,0,179.9237207331285
IND-CMP-10159,e20221284ddce9f5761e19f29c9e14dd0ef83809077751eed26a378ccd0a1f9a,3549a5ecd2535620087048c7370b48577966d0388ec313810341a14a03cd1832,E-commerce,LinkedIn,Noida,Maharashtra,2025-07-17,2025-08-30,452707.0,365223,1727865,314113,42337,148729881,Sneha Reddy,Active,0,0,40723.032503429415
IND-CMP-10018,10d4c1407e030a34db3b3cfc0c21385ee7f85bd1fb269c255d3dc632e8ed44b1,cb8a1597844cb4b7d4799e25aee17069e86a91323ff23e6777944b2abca8c3d5,Real Estate,YouTube,Bengaluru ,Kerala,2025-04-25,2025-06-07,738110.0,561208,683960,40873,3115,5152210,Amit Verma,Paused,0,0,918.0571196419154
IND-CMP-10457,820763ae11ab34ea1158eade919f9fc3d96d0217f1cc1c1aad98cc204ebc11bd,81357d135864de79c6809c1c9648048b7ffb209e272fb6f80e09292f5a1dad94,Healthcare,Instagram,Surat,Uttar Pradesh,2025-08-25,2025-09-10,1493576.0,1412316,1270960,191101,12643,28092746,Pooja Singh,Completed,0,0,1989.1260879293302
IND-CMP-10964,5dfec4958bfdf2f0c41409de97176deced4c0456dbb1b174853cbe19515625ee,3549a5ecd2535620087048c7370b48577966d0388ec313810341a14a03cd1832,Real Estate,Email,Ahmedabad,Andhra Pradesh,2025-03-04,2025-03-27,165735.0,151896,591429,93568,7466,6308770,Amit Verma,Active,0,0,4153.3483436035185
IND-CMP-10483,e20221284ddce9f5761e19f29c9e14dd0ef83809077751eed26a378ccd0a1f9a,31879b9a4d7e6943e2280a11a52e23f1019ceb24eed35a444ae5bb1def1a9eb7,FinTech,WhatsApp,Chandigarh,Delhi,2025-04-01,2025-04-28,961323.0,837659,1984551,7247,166,758620,Anjali Mehta,Completed,0,0,90.56429883759381
IND-CMP-10087,eb46c4263e566890ac41b23924b12fe0371ae76eaf769b88fd2c86600622bbbe,85c47ac76e6e8e2bae78e5343a1337d8a3e2a8e9c1a4a9e43aba11fde62dbd87,FinTech,Email,Patna,Maharashtra,2025-02-18,2025-03-16,393077.0,237339,1560971,158825,12841,45816688,Rohit Gupta,Completed,0,0,19304.323351830084
IND-CMP-10823,8ec8855d2801d745393f68b7f43032901a42109892646cc97e7108b5a944af77,81357d135864de79c6809c1c9648048b7ffb209e272fb6f80e09292f5a1dad94,FinTech,Google Ads,Hyderabad,Rajasthan,2025-07-26,2025-09-03,563591.0,405114,271530,34647,3352,9593424,Rohit Gupta,Paused,0,0,2368.0800959729854
IND-CMP-10075,5368bc082cecf40ae934a8135083003998b26ba5384a6a11abd1716b7554592b,4bd79d87f0f585d15172736109237e3fd38b453d00e561836d8857a30a811359,Healthcare,YouTube,Surat,Kerala,2025-02-10,2025-03-22,469884.0,451837,158867,24080,1304,5222520,Karthik Iyer,Paused,0,0,1155.8415977443194
IND-CMP-10522,9e06cb2198724c063b487ca91c2a1c213fc36991ab1aa20864152b18c64cc860,cb8a1597844cb4b7d4799e25aee17069e86a91323ff23e6777944b2abca8c3d5,EdTech,WhatsApp,Indore,West Bengal,2025-03-10,2025-04-08,525971.0,400506,818166,18412,458,1525140,Sneha Reddy,Paused,0,0,380.8032838459349
IND-CMP-10861,f5a1e8c16d95b88a1e9b183305c963cc639e0af4ad62b8fb7ef45ceca0004d85,81357d135864de79c6809c1c9648048b7ffb209e272fb6f80e09292f5a1dad94,Travel,YouTube,Chandigarh,Kerala,2025-01-26,2025-02-23,64439.0,67199,198142,1523,144,270288,Rahul Sharma,Paused,0,0,402.2202711349872
IND-CMP-10827,9c5f385661964130aeb2c1853a3bcfa7ebfeae022329887a2c1b7f26b28b31dd,193a2ce2a817fcc3a9ab24e5d186d1411a3fc95e7d48ebfb4240787566da2bc9,Real Estate,Google Ads,Noida,Gujarat,2025-05-03,2025-06-16,1167172.0,1109854,1700077,191240,10422,38446758,Amit Verma,Active,0,0,3464.1275338918454
IND-CMP-10991,9e06cb2198724c063b487ca91c2a1c213fc36991ab1aa20864152b18c64cc860,cb8a1597844cb4b7d4799e25aee17069e86a91323ff23e6777944b2abca8c3d5,Retail,Facebook Ads,Delhi,Punjab,2025-04-22,2025-06-01,622308.0,637284,1436033,40712,1646,5830132,Neha Kapoor,Paused,0,0,914.8404792839614
IND-CMP-10921,f92d73d6ab3297b563b9c35cfe29b1f1f43cf7c94d1adecfd2b2f62a61dfc809,4bd79d87f0f585d15172736109237e3fd38b453d00e561836d8857a30a811359,FinTech,Facebook Ads,Kochi,Gujarat,2025-01-31,2025-02-19,1302297.0,1095029,1047826,20917,1961,9501045,Sneha Reddy,Active,0,0,867.6523635447097
IND-CMP-10834,f5a1e8c16d95b88a1e9b183305c963cc639e0af4ad62b8fb7ef45ceca0004d85,3549a5ecd2535620087048c7370b48577966d0388ec313810341a14a03cd1832,Retail,Instagram,Coimbatore,Rajasthan,2025-08-26,2025-09-20,599021.0,507441,1091448,172991,9150,36636600,Priya Nair,Active,0,0,7219.873837549587
IND-CMP-10978,5368bc082cecf40ae934a8135083003998b26ba5384a6a11abd1716b7554592b,85c47ac76e6e8e2bae78e5343a1337d8a3e2a8e9c1a4a9e43aba11fde62dbd87,E-commerce,Email,Visakhapatnam,Andhra Pradesh,2025-09-11,2025-10-19,842656.0,676726,203283,30924,2953,12145689,Sneha Reddy,Paused,0,0,1794.7720347673946
IND-CMP-10361,f92d73d6ab3297b563b9c35cfe29b1f1f43cf7c94d1adecfd2b2f62a61dfc809,4bd79d87f0f585d15172736109237e3fd38b453d00e561836d8857a30a811359,Retail,YouTube,Bhopal,Haryana,2025-07-03,2025-07-30,849832.0,672316,1158747,95555,4197,17035623,Neha Kapoor,Completed,0,0,2533.87142355678
IND-CMP-10907,5dfec4958bfdf2f0c41409de97176deced4c0456dbb1b174853cbe19515625ee,88ccbfe6d3f1912c8c158f098a1dd4badc5d09da4be994c9ab21e981f913f130,E-commerce,Email,Ahmedabad,West Bengal,2025-08-25,2025-09-16,894653.0,764513,722776,64848,1511,2786284,Sneha Reddy,Active,0,0,364.4521414285957
IND-CMP-10729,8ec8855d2801d745393f68b7f43032901a42109892646cc97e7108b5a944af77,193a2ce2a817fcc3a9ab24e5d186d1411a3fc95e7d48ebfb4240787566da2bc9,FinTech,Google Ads,Chandigarh,Telangana,2025-08-04,2025-08-14,700385.0,444963,44978,2397,359,429005,Sneha Reddy,Active,0,0,96.41363439207305
IND-CMP-10618,f5a1e8c16d95b88a1e9b183305c963cc639e0af4ad62b8fb7ef45ceca0004d85,81357d135864de79c6809c1c9648048b7ffb209e272fb6f80e09292f5a1dad94,E-commerce,Instagram,Nagpur,Kerala,2025-08-09,2025-09-21,606045.0,448709,741206,57251,2898,14032116,Vikram Patel,Active,0,0,3127.2196456946485
IND-CMP-10941,8346748ce36cedf11bacb25df413de9b1e49819d6f3b278e1bc8f3246d86f91c,31879b9a4d7e6943e2280a11a52e23f1019ceb24eed35a444ae5bb1def1a9eb7,FinTech,Instagram,Indore,Maharashtra,2025-06-11,2025-06-20,1313200.0,1452507,488777,1709,192,949824,Priya Nair,Active,0,0,65.39204286106711
IND-CMP-10916,5d75801fc8c78d872232bcf5c15948b0d4e9fb957697d1017fd56cae4b726160,31879b9a4d7e6943e2280a11a52e23f1019ceb24eed35a444ae5bb1def1a9eb7,Real Estate,YouTube,Chandigarh,Tamil Nadu,2025-10-11,2025-11-17,758574.0,536454,360997,54281,10611,8520633,Neha Kapoor,Paused,0,0,1588.3250008388418
IND-CMP-10093,f92d73d6ab3297b563b9c35cfe29b1f1f43cf7c94d1adecfd2b2f62a61dfc809,31879b9a4d7e6943e2280a11a52e23f1019ceb24eed35a444ae5bb1def1a9eb7,Retail,Email,Hyderabad,Gujarat,2025-05-24,2025-06-16,825134.0,867863,194034,25849,819,750204,Karthik Iyer,Paused,0,0,86.44267586013001
IND-CMP-10646,5dfec4958bfdf2f0c41409de97176deced4c0456dbb1b174853cbe19515625ee,193a2ce2a817fcc3a9ab24e5d186d1411a3fc95e7d48ebfb4240787566da2bc9,E-commerce,Instagram,Ahmedabad,Maharashtra,2025-03-25,2025-04-30,567483.0,472171,1151638,91943,9841,19583590,Rahul Sharma,Paused,0,0,4147.563065076
IND-CMP-10436,820763ae11ab34ea1158eade919f9fc3d96d0217f1cc1c1aad98cc204ebc11bd,2b3b7daee9bb6504ecb841ba1e79acd9caf495daa61e7e2e8a6444c0a2355977,Travel,Google Ads,Indore,Gujarat,2025-05-02,2025-05-13,1179317.0,1348679,1677057,327357,61741,228194736,Rohit Gupta,Active,0,0,16919.870184083833
IND-CMP-10480,820763ae11ab34ea1158eade919f9fc3d96d0217f1cc1c1aad98cc204ebc11bd,2b3b7daee9bb6504ecb841ba1e79acd9caf495daa61e7e2e8a6444c0a2355977,Travel,Facebook Ads,Ahmedabad,Gujarat,2025-09-25,2025-10-31,647609.0,645036,254316,16893,1250,2745000,Anjali Mehta,Paused,0,0,425.5576432943277
IND-CMP-10116,b2a940b2a2ea3fe619e319d852a5260a74caccf5d86ade22d2a29ca327689ee1,81357d135864de79c6809c1c9648048b7ffb209e272fb6f80e09292f5a1dad94,Healthcare,Email,Bangalore,Kerala,2025-05-28,2025-06-13,299545.0,303609,1026329,105123,11063,31396794,Vikram Patel,Completed,0,0,10341.193442882128
IND-CMP-10411,5d75801fc8c78d872232bcf5c15948b0d4e9fb957697d1017fd56cae4b726160,85c47ac76e6e8e2bae78e5343a1337d8a3e2a8e9c1a4a9e43aba11fde62dbd87,Travel,Instagram,Coimbatore,Delhi,2025-03-15,2025-04-11,220516.0,145506,770751,152206,11711,46199895,Amit Verma,Active,0,0,31751.19582697621
IND-CMP-10288,eb46c4263e566890ac41b23924b12fe0371ae76eaf769b88fd2c86600622bbbe,2b3b7daee9bb6504ecb841ba1e79acd9caf495daa61e7e2e8a6444c0a2355977,FinTech,Email,Coimbatore,Punjab,2025-07-13,2025-08-16,1296752.0,1479323,1157547,165575,26930,11068230,Vikram Patel,Paused,0,0,748.1956273241206
IND-CMP-10952,8ec8855d2801d745393f68b7f43032901a42109892646cc97e7108b5a944af77,3549a5ecd2535620087048c7370b48577966d0388ec313810341a14a03cd1832,FinTech,YouTube,Ahmedabad,Rajasthan,2025-05-09,2025-06-22,1141401.0,1080316,706928,72047,10840,12997160,Priya Nair,Completed,0,0,1203.0887258913133
IND-CMP-10168,820763ae11ab34ea1158eade919f9fc3d96d0217f1cc1c1aad98cc204ebc11bd,4bd79d87f0f585d15172736109237e3fd38b453d00e561836d8857a30a811359,Real Estate,YouTube,Nagpur,Rajasthan,2025-07-15,2025-08-15,1291065.0,1434219,1008173,123613,15858,49413528,Pooja Singh,Paused,0,0,3445.3265505477198
IND-CMP-10783,10d4c1407e030a34db3b3cfc0c21385ee7f85bd1fb269c255d3dc632e8ed44b1,cb8a1597844cb4b7d4799e25aee17069e86a91323ff23e6777944b2abca8c3d5,E-commerce,Facebook Ads,Kochi,Punjab,2025-07-14,2025-08-10,357639.0,273788,1729791,261122,33459,140092833,Rohit Gupta,Paused,0,0,51168.36128683507
IND-CMP-10232,10d4c1407e030a34db3b3cfc0c21385ee7f85bd1fb269c255d3dc632e8ed44b1,85c47ac76e6e8e2bae78e5343a1337d8a3e2a8e9c1a4a9e43aba11fde62dbd87,Healthcare,YouTube,Bhopal,Andhra Pradesh,2025-07-03,2025-08-09,1484239.0,942344,558036,52259,3515,6102040,Neha Kapoor,Paused,0,0,647.5384785173992
IND-CMP-10314,8ec8855d2801d745393f68b7f43032901a42109892646cc97e7108b5a944af77,81357d135864de79c6809c1c9648048b7ffb209e272fb6f80e09292f5a1dad94,Retail,WhatsApp,Lucknow,Andhra Pradesh,2025-05-20,2025-05-30,1481967.0,1387610,1897969,276132,28172,17889220,Rahul Sharma,Paused,0,0,1289.21094543856
IND-CMP-10380,eb46c4263e566890ac41b23924b12fe0371ae76eaf769b88fd2c86600622bbbe,193a2ce2a817fcc3a9ab24e5d186d1411a3fc95e7d48ebfb4240787566da2bc9,Healthcare,Google Ads,Mumbai,Punjab,2025-10-24,2025-10-31,655715.0,409600,283275,4150,690,760380,Rahul Sharma,Completed,0,0,185.6396484375
IND-CMP-10742,eb46c4263e566890ac41b23924b12fe0371ae76eaf769b88fd2c86600622bbbe,81357d135864de79c6809c1c9648048b7ffb209e272fb6f80e09292f5a1dad94,Real Estate,Instagram,Ahmedabad,Gujarat,2025-02-10,2025-03-13,487801.0,439981,1833172,107512,4824,11437704,Pooja Singh,Paused,0,0,2599.5904368597735
IND-CMP-10797,5dfec4958bfdf2f0c41409de97176deced4c0456dbb1b174853cbe19515625ee,81357d135864de79c6809c1c9648048b7ffb209e272fb6f80e09292f5a1dad94,Healthcare,Facebook Ads,Indore,Karnataka,2025-07-03,2025-07-30,1362173.0,831797,392872,18168,2375,7521625,Vikram Patel,Paused,0,0,904.2620976031411
IND-CMP-10658,820763ae11ab34ea1158eade919f9fc3d96d0217f1cc1c1aad98cc204ebc11bd,2b3b7daee9bb6504ecb841ba1e79acd9caf495daa61e7e2e8a6444c0a2355977,Retail,Email,Bangalore,Telangana,2025-04-25,2025-06-03,201681.0,189684,127658,15548,2826,12304404,Anjali Mehta,Active,0,0,6486.790662364776
IND-CMP-10779,f5a1e8c16d95b88a1e9b183305c963cc639e0af4ad62b8fb7ef45ceca0004d85,cb8a1597844cb4b7d4799e25aee17069e86a91323ff23e6777944b2abca8c3d5,Real Estate,Google Ads,Chennai,Karnataka,2025-09-01,2025-09-16,522016.0,337130,14240,2330,163,547028,Amit Verma,Paused,0,0,162.26025568771692
